lambda_orth,hier_theta,AUC,best_hm,attr_acc,best_seen,best_unseen,obj_acc,biasterm
4,7,0.43984677612243084,0.5676349210766287,0.5799587965011597,0.6852394938468933,0.7303014397621155,0.7426218390464783,2.9999001026153564
5,4.5,0.4387433791524531,0.5677535810070308,0.5875085592269897,0.6852394938468933,0.717609703540802,0.7422786355018616,2.9999001026153564
5,5,0.43952730854142974,0.5695888978818064,0.58476322889328,0.6823069453239441,0.7234267592430115,0.7419354915618896,3.1249001026153564
5,5.5,0.4400158170038493,0.5679454504311959,0.5833905339241028,0.6832844614982605,0.7255420684814453,0.7405627965927124,2.9999001026153564
5,6,0.4384489938174956,0.5665851690778986,0.5833905339241028,0.6832844614982605,0.724484384059906,0.7422786355018616,2.9999001026153564
5,6.5,0.4389491246936621,0.5674161601308221,0.5833905339241028,0.6832844614982605,0.7250131964683533,0.7439945340156555,2.8749001026153564
5,7,0.43948285989027003,0.5678856633709357,0.5796156525611877,0.6852394938468933,0.7297726273536682,0.7429649829864502,2.9999001026153564
6,4.5,0.4389860755459183,0.5681079474853574,0.5881949067115784,0.6852394938468933,0.717609703540802,0.7422786355018616,2.9999001026153564
6,5,0.43818509770616654,0.5703709800521554,0.5857927203178406,0.6813294291496277,0.7223691344261169,0.741592288017273,3.1249001026153564
6,5.5,0.4413823210343555,0.56847375600703,0.58476322889328,0.6842619776725769,0.7260708808898926,0.741249144077301,2.9999001026153564
6,6,0.43938618394109996,0.5671031997439444,0.5833905339241028,0.6842619776725769,0.7250131964683533,0.7422786355018616,2.9999001026153564
6,6.5,0.437786541968451,0.5661746504333239,0.5833905339241028,0.6823069453239441,0.724484384059906,0.7433081865310669,2.8749001026153564
6,7,0.43941488185539246,0.568136172446564,0.5796156525611877,0.6852394938468933,0.7297726273536682,0.7429649829864502,2.9999001026153564
7,4.5,0.43885839431700413,0.5678336551683618,0.5885381102561951,0.6852394938468933,0.7170808911323547,0.7426218390464783,2.9999001026153564
7,5,0.4372342033665104,0.5667379395408181,0.5854495763778687,0.6803519129753113,0.7223691344261169,0.7419354915618896,2.9999001026153564
7,5.5,0.44151749384517736,0.5685100673221691,0.5844200253486633,0.6842619776725769,0.7265996932983398,0.7419354915618896,2.9999001026153564
7,6,0.4385957986581359,0.5666181836863322,0.5833905339241028,0.6832844614982605,0.724484384059906,0.7422786355018616,2.9999001026153564
7,6.5,0.43815072423403967,0.5669662212655894,0.5833905339241028,0.6823069453239441,0.7250131964683533,0.7436513304710388,2.8749001026153564
7,7,0.4411481487323471,0.5696141982491938,0.5823610424995422,0.6842619776725769,0.7308302521705627,0.7439945340156555,2.8749001026153564
8,4.5,0.4376291367687646,0.5676364957551552,0.5864790678024292,0.6832844614982605,0.7170808911323547,0.741249144077301,2.9999001026153564
8,5,0.43772399642838655,0.5696358361515775,0.5857927203178406,0.6813294291496277,0.7218403220176697,0.741592288017273,3.1249001026153564
8,5.5,0.4416710260964676,0.5687729370235924,0.585106372833252,0.6842619776725769,0.7265996932983398,0.741592288017273,2.9999001026153564
8,6,0.4385366088179139,0.5656014723512365,0.5833905339241028,0.6832844614982605,0.724484384059906,0.7422786355018616,2.9999001026153564
8,6.5,0.4382517829405814,0.5669662212655894,0.5833905339241028,0.6823069453239441,0.7250131964683533,0.7436513304710388,2.8749001026153564
8,7,0.4411463384310338,0.5696141982491938,0.5820178389549255,0.6842619776725769,0.7308302521705627,0.7439945340156555,2.8749001026153564
9,4.5,0.43681652148339634,0.5674373589961967,0.5868222117424011,0.6813294291496277,0.718138575553894,0.7409060001373291,2.9999001026153564
9,5,0.43767204518821123,0.5656025774229855,0.5861359238624573,0.6803519129753113,0.7228979468345642,0.7419354915618896,2.9999001026153564
9,5.5,0.44163380564962207,0.5685100673221691,0.58476322889328,0.6842619776725769,0.7265996932983398,0.741592288017273,2.9999001026153564
9,6,0.4383437923848921,0.5656014723512365,0.5840768814086914,0.6832844614982605,0.724484384059906,0.7422786355018616,2.9999001026153564
9,6.5,0.43821456335546793,0.5672295862390475,0.5830473303794861,0.6823069453239441,0.7250131964683533,0.7433081865310669,2.8749001026153564
9,7,0.4411233333114227,0.5691170064636423,0.5827041864395142,0.6842619776725769,0.7308302521705627,0.7439945340156555,2.8749001026153564
10,4.5,0.43641848959999585,0.567710262689085,0.5871654152870178,0.6803519129753113,0.718138575553894,0.7405627965927124,2.9999001026153564
10,5,0.43778628609230164,0.5665737402954119,0.58476322889328,0.6803519129753113,0.7234267592430115,0.741592288017273,2.9999001026153564
10,5.5,0.44190054235746157,0.5680182100566132,0.58476322889328,0.6842619776725769,0.7265996932983398,0.7422786355018616,2.9999001026153564
10,6,0.43843348093828416,0.5661158308156473,0.5837336778640747,0.6832844614982605,0.724484384059906,0.7422786355018616,2.9999001026153564
10,6.5,0.4385921845215628,0.5677200780957032,0.5830473303794861,0.6832844614982605,0.724484384059906,0.7436513304710388,2.8749001026153564
10,7,0.4412293036374765,0.5688780411818248,0.5830473303794861,0.6842619776725769,0.7308302521705627,0.7439945340156555,2.8749001026153564
